cntr_01,dist_x,pang_x,vfid_01,ra_01,dec_01,vr_01,radius_01,radius_flag_01,objname_01,pgc_01,nsaidv1_01,nsaidv0_01,agc_01,nedname_01,hlflag_01,nsav1flag_01,nsav0flag_01,a100flag_01,vfid_v1_01,coflag_01,haflag_01,haobsflag_01,z0mgsflag_01,steerflag_01,unwiseflag_01,prefix_01,name,band,ra,dec,raerr,decerr,flux,snr,stn,strn,fwhmxfit,fwhmyfit,flag_elong,edgeflag,obsid
315,9.001963,-75.159185,VFID2795,186.0464025,31.5219141,1251.0,41.411529541,True,NGC4359,40330,428159,89276,7483,NGC 4359,True,True,True,True,VFID2797,True,True,True,True,True,True,VFID2795-NGC4359,HPESL160A_J122410.4+313121,red,186.043567,31.522555,0.000135,0.000115,965.373,16.232,10.888,103.035,36.84,13.941,0.378429,f,1342257125
315,24.853221,112.87682,VFID2795,186.0464025,31.5219141,1251.0,41.411529541,True,NGC4359,40330,428159,89276,7483,NGC 4359,True,True,True,True,VFID2797,True,True,True,True,True,True,VFID2795-NGC4359,HPESL160A_J122412.9+313109,red,186.053864,31.51923,0.000331,0.000282,698.181,9.708,7.922,109.023,27.6,null,0.0,f,1342257125
315,29.70002,112.630265,VFID2795,186.0464025,31.5219141,1251.0,41.411529541,True,NGC4359,40330,428159,89276,7483,NGC 4359,True,True,True,True,VFID2797,True,True,True,True,True,True,VFID2795-NGC4359,HPESL100A_J122413.2+313107,green,186.055335,31.518739,0.000277,0.000236,393.014,9.224,null,104.132,20.136,null,0.0,f,1342257125
323,14.040182,93.54872,VFID2881,188.46306,30.2775211,1174.9,59.995857239,True,NGC4525,41755,668581,162019,7714,NGC 4525,True,True,True,True,VFID2883,True,True,True,True,True,True,VFID2881-NGC4525,HPESL100A_J123352.2+301638,green,188.467567,30.27728,0.000261,0.000226,234.847,5.795,null,104.955,15.606,null,0.0,f,1342257471
323,18.603004,-93.885903,VFID2881,188.46306,30.2775211,1174.9,59.995857239,True,NGC4525,41755,668581,162019,7714,NGC 4525,True,True,True,True,VFID2883,True,True,True,True,True,True,VFID2881-NGC4525,HPESL100A_J123349.7+301638,green,188.45709,30.277171,0.000392,0.000339,321.894,7.504,null,94.831,18.423,null,0.0,f,1342257471
361,5.669139,145.255831,VFID3019,156.754755,28.6393464,1324.3,69.682106018,True,NGC3245A,30714,497538,107715,5662,NGC 3245A,True,True,True,True,VFID3022,True,True,True,True,True,True,VFID3019-NGC3245A,HPESL160A_J102701.3+283817,red,156.755778,28.638052,0.000344,0.000302,330.801,8.071,8.414,62.594,41.078,13.433,0.32702,f,1342255930
376,5.596674,-65.252377,VFID3084,166.012269,28.0367856,1371.7,47.656402588,True,NGC3512,33432,657348,159215,6128,NGC 3512,True,True,True,True,VFID3087,False,True,True,True,True,True,VFID3084-NGC3512,HPESL160A_J110402.5+280215,red,166.010669,28.037436,0.000519,0.000459,2208.031,24.842,11.031,162.992,35.226,null,0.0,f,1342255296
378,6.477287,104.516579,VFID3095,188.9903415,27.9596837,813.6,317.04525757,True,NGC4559,42002,0,0,7766,NGC 4559,True,False,False,True,VFID3098,True,True,True,True,True,False,VFID3095-NGC4559,HPESL160A_J123558.1+275733,red,188.992313,27.959233,2.3e-05,2.1e-05,2023.677,13.775,2.932,289.196,28.608,26.246,0.917417,t,1342187067
378,9.758902,115.717397,VFID3095,188.9903415,27.9596837,813.6,317.04525757,True,NGC4559,42002,0,0,7766,NGC 4559,True,False,False,True,VFID3098,True,True,True,True,True,False,VFID3095-NGC4559,HPESL100A_J123558.3+275731,green,188.993106,27.958507,2.6e-05,2.3e-05,1965.603,13.429,null,386.347,14.679,11.101,0.756273,f,1342187068
378,11.05045,117.357618,VFID3095,188.9903415,27.9596837,813.6,317.04525757,True,NGC4559,42002,0,0,7766,NGC 4559,True,False,False,True,VFID3098,True,True,True,True,True,False,VFID3095-NGC4559,HPESL070A_J123558.4+275730,blue,188.993428,27.958273,3.7e-05,3.3e-05,1087.924,7.288,6.842,329.603,11.549,8.408,0.728023,f,1342187067
378,15.267269,-125.503986,VFID3095,188.9903415,27.9596837,813.6,317.04525757,True,NGC4559,42002,0,0,7766,NGC 4559,True,False,False,True,VFID3098,True,True,True,True,True,False,VFID3095-NGC4559,HPESL070A_J123556.7+275726,blue,188.986433,27.957221,9.1e-05,8e-05,1202.722,4.465,null,364.917,12.861,6.714,0.522038,f,1342187067
387,10.083416,-149.237749,VFID3174,170.1325335,26.96335,1508.8,52.981136322,True,NGC3629,34719,474093,101276,6352,NGC 3629,True,True,True,True,VFID3177,True,False,True,True,True,True,VFID3174-NGC3629,HPESL160A_J112031.4+265739,red,170.130926,26.960943,0.000524,0.000467,769.071,10.418,4.130,106.617,32.442,null,0.0,f,1342255509
387,38.707823,-174.213313,VFID3174,170.1325335,26.96335,1508.8,52.981136322,True,NGC3629,34719,474093,101276,6352,NGC 3629,True,True,True,True,VFID3177,True,False,True,True,True,True,VFID3174-NGC3629,HPESL100A_J112031.5+265710,green,170.131317,26.952653,0.000372,0.000331,208.073,3.008,null,111.192,19.846,null,0.0,f,1342255509
392,3.068424,34.177277,VFID3221,158.925222,26.1258846,1396.4,17.422931671,True,PGC031387,31387,497257,107609,201524,CGCG 124-041,True,True,True,True,VFID3224,True,True,True,False,True,True,VFID3221-CGCG124-041,HPESL100A_J103542.1+260736,green,158.925755,26.12659,6.4e-05,5.8e-05,508.083,23.326,16.561,74.899,14.873,9.258,0.62247,f,1342255934
395,1.844391,134.423705,VFID3234,189.086598,25.9875214,1226.2,502.48284912,True,NGC4565,42038,0,141702,7772,NGC 4565,True,False,True,True,VFID3237,False,True,True,True,True,True,VFID3234-NGC4565,HPESL160A_J123620.8+255914,red,189.087005,25.987163,3.8e-05,3.4e-05,7231.154,22.891,3.904,663.922,29.682,null,0.0,f,1342257997
395,2.911361,138.285908,VFID3234,189.086598,25.9875214,1226.2,502.48284912,True,NGC4565,42038,0,141702,7772,NGC 4565,True,False,True,True,VFID3237,False,True,True,True,True,True,VFID3234-NGC4565,HPESL160A_J123620.9+255913,red,189.087197,25.986918,8.3e-05,7.5e-05,7665.412,24.047,4.045,657.986,25.574,null,0.0,f,1342257995
395,20.449368,147.512808,VFID3234,189.086598,25.9875214,1226.2,502.48284912,True,NGC4565,42038,0,141702,7772,NGC 4565,True,False,True,True,VFID3237,False,True,True,True,True,True,VFID3234-NGC4565,HPESL100A_J123621.6+255858,green,189.089992,25.98273,2.4e-05,2.1e-05,3650.886,10.349,null,676.86,29.584,6.567,0.221984,f,1342257997
414,1.731971,-109.303097,VFID3300,155.2380735,25.3649211,1297.4,16.638771057,True,UGC05588,30263,496587,107442,5588,UGC 05588,True,True,True,True,VFID3303,True,True,True,True,True,True,VFID3300-UGC05588,HPESL100A_J102057.0+252153,green,155.237571,25.364762,3.5e-05,3.2e-05,2111.093,84.969,null,78.388,16.535,13.640,0.824946,f,1342255471
460,2.054539,-105.296618,VFID3546,154.4493525,21.8733281,1583.2,67.316459656,True,NGC3187,30068,500751,108488,5556,NGC 3187,True,True,True,True,VFID3549,False,True,True,True,True,False,VFID3546-NGC3187,HPESL100A_J101747.7+215223,green,154.448759,21.873178,7.5e-05,7e-05,933.267,11.505,null,185.372,21.746,null,0.0,f,1342207146
460,10.317803,126.755871,VFID3546,154.4493525,21.8733281,1583.2,67.316459656,True,NGC3187,30068,500751,108488,5556,NGC 3187,True,True,True,True,VFID3549,False,True,True,True,True,False,VFID3546-NGC3187,HPESL160A_J101748.4+215218,red,154.451827,21.871613,6.4e-05,5.9e-05,1471.9,15.763,11.811,154.234,36.088,null,0.0,t,1342207145
460,10.333661,137.894432,VFID3546,154.4493525,21.8733281,1583.2,67.316459656,True,NGC3187,30068,500751,108488,5556,NGC 3187,True,True,True,True,VFID3549,False,True,True,True,True,False,VFID3546-NGC3187,HPESL070A_J101748.3+215216,blue,154.451426,21.871198,0.000103,9.5e-05,490.068,5.964,5.172,181.25,26.052,7.267,0.278934,f,1342207145
460,21.264216,-55.578882,VFID3546,154.4493525,21.8733281,1583.2,67.316459656,True,NGC3187,30068,500751,108488,5556,NGC 3187,True,True,True,True,VFID3549,False,True,True,True,True,False,VFID3546-NGC3187,HPESL160A_J101746.5+215236,red,154.444102,21.876667,5.5e-05,5.1e-05,1080.092,14.038,11.346,129.662,26.611,null,0.0,t,1342207145
460,24.777698,120.067552,VFID3546,154.4493525,21.8733281,1583.2,67.316459656,True,NGC3187,30068,500751,108488,5556,NGC 3187,True,True,True,True,VFID3549,False,True,True,True,True,False,VFID3546-NGC3187,HPESL070A_J101749.3+215212,blue,154.455771,21.86988,0.00012,0.000111,368.268,5.786,6.733,160.728,12.64,null,0.0,f,1342207145
460,25.777412,-53.39453,VFID3546,154.4493525,21.8733281,1583.2,67.316459656,True,NGC3187,30068,500751,108488,5556,NGC 3187,True,True,True,True,VFID3549,False,True,True,True,True,False,VFID3546-NGC3187,HPESL070A_J101746.3+215239,blue,154.443158,21.877598,0.000109,0.000101,372.208,7.291,7.424,159.228,16.067,null,0.0,f,1342207145
461,9.383678,-94.663209,VFID3551,154.5260505,21.8326815,1317.1,109.17450714,True,NGC3190,30083,624287,137020,5559,NGC 3190:[WLQ2016] X0001,True,True,True,True,VFID3554,False,True,True,True,True,False,VFID3551-NGC3190:WLQ2016X0001,HPESL160A_J101805.5+214957,red,154.523252,21.83247,1e-05,9e-06,6500.987,29.078,15.803,584.439,24.466,11.378,0.465058,t,1342207145
461,19.375077,131.002629,VFID3551,154.5260505,21.8326815,1317.1,109.17450714,True,NGC3190,30083,624287,137020,5559,NGC 3190:[WLQ2016] X0001,True,True,True,True,VFID3554,False,True,True,True,True,False,VFID3551-NGC3190:WLQ2016X0001,HPESL100A_J101807.3+214945,green,154.530426,21.82915,2.9e-05,2.7e-05,2077.435,4.035,null,1386.16,14.142,null,0.0,f,1342207146
461,19.842357,130.859743,VFID3551,154.5260505,21.8326815,1317.1,109.17450714,True,NGC3190,30083,624287,137020,5559,NGC 3190:[WLQ2016] X0001,True,True,True,True,VFID3554,False,True,True,True,True,False,VFID3551-NGC3190:WLQ2016X0001,HPESL070A_J101807.3+214945,blue,154.530541,21.829076,9.2e-05,8.6e-05,808.763,2.097,null,611.179,15.998,7.998,0.499941,f,1342207145
461,35.935068,-72.744701,VFID3551,154.5260505,21.8326815,1317.1,109.17450714,True,NGC3190,30083,624287,137020,5559,NGC 3190:[WLQ2016] X0001,True,True,True,True,VFID3554,False,True,True,True,True,False,VFID3551-NGC3190:WLQ2016X0001,HPESL100A_J101803.7+215008,green,154.515781,21.835642,2.5e-05,2.3e-05,2319.084,4.715,5.797,1451.802,21.704,8.909,0.410458,f,1342207146
497,21.405541,84.423403,VFID4104,182.727315,15.9462737,2129.2,13.493395805,True,PGC038779,38779,367946,75442,0,VCC 0030,True,True,True,False,VFID4107,False,False,True,False,True,True,VFID4104-VCC0030,HPESL100A_J121056.0+155649,green,182.73347,15.946851,0.000369,0.000354,65.354,6.66,3.093,41.72,47.363,null,0.0,f,1342198147
500,1.40561,-118.279337,VFID4179,233.634975,15.1937933,1969.8,44.169376373,True,NGC5953,55480,685542,166278,0,NGC 5953,True,True,True,False,VFID4182,True,False,True,True,True,True,VFID4179-NGC5953,HPESL100A_J153432.3+151137,green,233.634619,15.193608,4e-06,4e-06,12540.216,200.392,26.624,258.618,13.875,11.963,0.862185,f,1342202566
500,1.604881,-121.06306,VFID4179,233.634975,15.1937933,1969.8,44.169376373,True,NGC5953,55480,685542,166278,0,NGC 5953,True,True,True,False,VFID4182,True,False,True,True,True,True,VFID4179-NGC5953,HPESL070A_J153432.3+151137,blue,233.634579,15.193563,9e-06,8e-06,9189.939,115.838,34.493,298.276,13.212,11.200,0.847704,f,1342202564
518,0.964517,-2.227577,VFID5292,204.3834195,8.885176,1152.1,122.21408081,True,NGC5248,48130,0,143701,8616,NGC 5248,True,False,True,True,VFID5308,True,True,True,True,True,True,VFID5292-NGC5248,HPESL100A_J133732.0+085308,green,204.383409,8.885444,9e-06,9e-06,16946.964,88.561,null,655.542,19.423,14.135,0.727728,f,1342261988
535,2.411445,-71.243112,VFID5842,208.7435295,5.3337007,1369.8,84.941757202,True,NGC5356,49468,153757,31560,8831,NGC 5356,True,True,True,True,VFID5859,True,True,True,True,True,True,VFID5842-NGC5356,HPESL100A_J135458.2+052002,green,208.742892,5.333916,5.8e-05,5.8e-05,1210.593,14.63,null,202.437,21.418,9.022,0.421232,f,1342259304
535,2.518583,-79.178771,VFID5842,208.7435295,5.3337007,1369.8,84.941757202,True,NGC5356,49468,153757,31560,8831,NGC 5356,True,True,True,True,VFID5859,True,True,True,True,True,True,VFID5842-NGC5356,HPESL160A_J135458.2+052002,red,208.742839,5.333832,8.5e-05,8.4e-05,2013.163,20.934,11.096,172.382,54.468,15.528,0.285091,f,1342259304
535,13.612699,-154.588057,VFID5842,208.7435295,5.3337007,1369.8,84.941757202,True,NGC5356,49468,153757,31560,8831,NGC 5356,True,True,True,True,VFID5859,True,True,True,True,True,True,VFID5842-NGC5356,HPESL100A_J135458.0+051949,green,208.7419,5.330285,0.000136,0.000135,1085.397,11.537,null,215.156,20.749,null,0.0,f,1342259304
535,35.215918,-160.717697,VFID5842,208.7435295,5.3337007,1369.8,84.941757202,True,NGC5356,49468,153757,31560,8831,NGC 5356,True,True,True,True,VFID5859,True,True,True,True,True,True,VFID5842-NGC5356,HPESL100A_J135457.6+051928,green,208.740285,5.324467,0.000124,0.000124,714.884,11.651,null,154.716,21.17,12.083,0.570765,f,1342259304
536,16.52211,119.823509,VFID5844,209.0888115,5.3289876,1402.5,14.966534615,True,SDSSJ135621.34+051944.3,4012227,153781,31567,0,SDSS J135621.31+051944.2,True,True,True,False,VFID5861,False,False,True,False,True,True,VFID5844-SDSSJ135621.31+051944.2,HPESL160A_J135622.2+051936,red,209.09281,5.326705,0.0006,0.000597,437.619,6.068,5.423,98.872,25.063,null,0.0,t,1342259302
538,2.899197,179.538854,VFID5855,208.5469185,5.227286,1450.3,116.44510651,True,NGC5348,49411,630795,144056,8821,NGC 5348,True,True,True,True,VFID5872,True,True,True,True,True,True,VFID5855-NGC5348,HPESL160A_J135411.2+051335,red,208.546925,5.226481,0.000133,0.000133,674.842,14.944,9.299,74.706,26.231,12.398,0.472634,f,1342259306
538,3.036787,-179.685506,VFID5855,208.5469185,5.227286,1450.3,116.44510651,True,NGC5348,49411,630795,144056,8821,NGC 5348,True,True,True,True,VFID5872,True,True,True,True,True,True,VFID5855-NGC5348,HPESL100A_J135411.2+051335,green,208.546914,5.226442,0.000109,0.000108,407.521,15.483,null,81.855,14.064,null,0.0,f,1342259306
543,32.686018,30.334704,VFID5889,209.0498895,5.0146562,1239.7,114.0568161,True,NGC5364,49555,593369,144118,8853,NGC 5364,True,True,True,True,VFID5906,True,False,True,True,True,True,VFID5889-NGC5364,HPESL160A_J135613.0+050121,red,209.054493,5.022493,0.000101,0.000101,1624.333,15.714,4.517,183.311,29.565,14.685,0.496694,f,1342259555
546,3.520385,-46.877189,VFID5905,220.74156,4.8896824,1584.1,62.534725189,True,IC1048,52564,88064,18301,9483,IC 1048,True,True,True,True,VFID5922,True,True,True,True,True,True,VFID5905-IC1048,HPESL160A_J144257.8+045325,red,220.740844,4.890351,2.9e-05,2.9e-05,3971.688,29.127,20.426,301.632,27.083,12.033,0.444311,f,1342261303
551,1.883114,165.577611,VFID5949,185.6134035,4.5662732,1279.3,34.050323486,True,NGC4303A,40087,628205,141242,7439,NGC 4301,True,True,True,True,VFID5966,False,False,True,True,True,True,VFID5949-NGC4301,HPESL070A_J122227.2+043357,blue,185.613534,4.565767,0.000246,0.000245,213.725,12.042,null,49.413,13.924,9.195,0.660409,f,1342225538
551,18.016426,86.130602,VFID5949,185.6134035,4.5662732,1279.3,34.050323486,True,NGC4303A,40087,628205,141242,7439,NGC 4301,True,True,True,True,VFID5966,False,False,True,True,True,True,VFID5949-NGC4301,HPESL160A_J122228.4+043400,red,185.618413,4.566611,0.000305,0.000304,412.673,9.874,5.390,56.51,32.427,null,0.0,f,1342199758
551,19.276681,87.204255,VFID5949,185.6134035,4.5662732,1279.3,34.050323486,True,NGC4303A,40087,628205,141242,7439,NGC 4301,True,True,True,True,VFID5966,False,False,True,True,True,True,VFID5949-NGC4301,HPESL100A_J122228.5+043400,green,185.618769,4.566534,0.000189,0.000189,351.537,15.81,11.024,72.568,24.737,12.892,0.521179,f,1342199758
551,20.298582,93.348138,VFID5949,185.6134035,4.5662732,1279.3,34.050323486,True,NGC4303A,40087,628205,141242,7439,NGC 4301,True,True,True,True,VFID5966,False,False,True,True,True,True,VFID5949-NGC4301,HPESL160A_J122228.5+043357,red,185.61905,4.565944,0.000158,0.000158,427.176,8.633,6.900,59.456,30.155,20.562,0.681883,f,1342225538
551,21.601515,-124.696932,VFID5949,185.6134035,4.5662732,1279.3,34.050323486,True,NGC4303A,40087,628205,141242,7439,NGC 4301,True,True,True,True,VFID5966,False,False,True,True,True,True,VFID5949-NGC4301,HPESL070A_J122226.0+043346,blue,185.608454,4.562858,0.000246,0.000245,156.742,6.088,null,62.093,25.599,null,0.0,f,1342225538
553,38.119494,5.54791,VFID5960,185.478414,4.4737765,1566.8,206.59568787,True,NGC4303,40001,628187,141222,7420,MESSIER 061,True,True,True,True,VFID5977,False,False,True,True,True,False,VFID5960-MESSIER061,HPESL100A_J122155.0+042904,green,185.479441,4.484316,6.9e-05,6.9e-05,4234.596,16.147,3.796,980.645,45.307,29.704,0.655619,f,1342199758
554,10.014346,102.870253,VFID5964,218.351295,4.4504957,1582.9,57.163822174,True,NGC5668,52018,681862,165200,9363,NGC 5668,True,True,True,True,VFID5981,True,True,True,True,True,True,VFID5964-NGC5668,HPESL160A_J143324.9+042700,red,218.354015,4.449876,0.000268,0.000267,404.131,3.946,1.258,131.107,44.25,null,0.0,f,1342259537
554,18.038129,-19.645137,VFID5964,218.351295,4.4504957,1582.9,57.163822174,True,NGC5668,52018,681862,165200,9363,NGC 5668,True,True,True,True,VFID5981,True,True,True,True,True,True,VFID5964-NGC5668,HPESL100A_J143323.9+042719,green,218.349605,4.455215,0.000205,0.000205,580.599,6.723,null,164.263,16.424,6.746,0.410732,f,1342259537
554,21.394697,102.529534,VFID5964,218.351295,4.4504957,1582.9,57.163822174,True,NGC5668,52018,681862,165200,9363,NGC 5668,True,True,True,True,VFID5981,True,True,True,True,True,True,VFID5964-NGC5668,HPESL100A_J143325.7+042657,green,218.357114,4.449206,0.00014,0.00014,361.118,4.238,null,158.081,16.975,null,0.0,f,1342259537
554,27.569246,169.557334,VFID5964,218.351295,4.4504957,1582.9,57.163822174,True,NGC5668,52018,681862,165200,9363,NGC 5668,True,True,True,True,VFID5981,True,True,True,True,True,True,VFID5964-NGC5668,HPESL100A_J143324.6+042635,green,218.352687,4.442964,0.000156,0.000156,498.645,6.461,null,157.579,14.589,null,0.0,f,1342259537
554,31.099462,55.45202,VFID5964,218.351295,4.4504957,1582.9,57.163822174,True,NGC5668,52018,681862,165200,9363,NGC 5668,True,True,True,True,VFID5981,True,True,True,True,True,True,VFID5964-NGC5668,HPESL100A_J143326.0+042719,green,218.358432,4.455395,0.000207,0.000206,438.818,7.132,null,171.738,18.623,null,0.0,f,1342259537
554,33.944872,-103.150675,VFID5964,218.351295,4.4504957,1582.9,57.163822174,True,NGC5668,52018,681862,165200,9363,NGC 5668,True,True,True,True,VFID5981,True,True,True,True,True,True,VFID5964-NGC5668,HPESL100A_J143322.1+042654,green,218.342085,4.44835,0.000275,0.000274,274.536,4.271,null,123.683,28.52,null,0.0,f,1342259537
558,1.825257,100.971303,VFID6018,215.018397,3.992753,1730.2,103.54312134,True,NGC5560,51223,680808,164836,9172,NGC 5560,True,True,True,True,VFID6035,True,True,True,True,True,True,VFID6018-NGC5560,HPESL160A_J142004.5+035934,red,215.018896,3.992657,4.4e-05,4.4e-05,3403.009,31.517,19.162,218.223,49.096,12.168,0.247842,f,1342259545
558,3.788621,102.091111,VFID6018,215.018397,3.992753,1730.2,103.54312134,True,NGC5560,51223,680808,164836,9172,NGC 5560,True,True,True,True,VFID6035,True,True,True,True,True,True,VFID6018-NGC5560,HPESL100A_J142004.6+035933,green,215.019429,3.992533,1.6e-05,1.6e-05,2747.23,33.956,14.613,228.209,15.893,7.440,0.468157,f,1342259545
558,15.291412,-66.253802,VFID6018,215.018397,3.992753,1730.2,103.54312134,True,NGC5560,51223,680808,164836,9172,NGC 5560,True,True,True,True,VFID6035,True,True,True,True,True,True,VFID6018-NGC5560,HPESL100A_J142003.4+035940,green,215.0145,3.994463,2.6e-05,2.6e-05,2253.615,16.579,10.609,394.831,18.287,null,0.0,f,1342259545
561,34.064504,96.028729,VFID6028,207.0668595,3.9508765,1171.4,84.941757202,True,NGC5300,48959,152846,31426,8727,NGC 5300,True,True,True,True,VFID6045,True,True,True,True,True,True,VFID6028-NGC5300,HPESL160A_J134818.3+035700,red,207.076292,3.949883,0.000258,0.000257,395.768,5.631,1.566,98.126,36.496,null,0.0,f,1342261986
561,37.5172,-103.454289,VFID6028,207.0668595,3.9508765,1171.4,84.941757202,True,NGC5300,48959,152846,31426,8727,NGC 5300,True,True,True,True,VFID6045,True,True,True,True,True,True,VFID6028-NGC5300,HPESL100A_J134813.6+035654,green,207.0567,3.948452,0.000142,0.000142,130.684,5.974,4.964,98.188,16.015,11.537,0.720398,f,1342261986
565,5.186063,-13.515227,VFID6048,217.50768,3.7728979,1719.4,28.981525421,True,IC1022,51808,87358,18052,9311,IC 1022,True,True,True,True,VFID6065,True,False,True,True,True,True,VFID6048-IC1022,HPESL100A_J143001.7+034627,green,217.507343,3.774299,0.000244,0.000244,247.621,10.886,null,73.8,23.765,null,0.0,f,1342259166
569,1.494252,-41.797027,VFID6091,215.3045715,3.4358432,1489.1,85.925338745,True,NGC5577,51286,87038,144923,9187,NGC 5577,True,True,True,True,VFID6108,True,True,True,True,True,True,VFID6091-NGC5577,HPESL160A_J142113.0+032610,red,215.304294,3.436153,0.000168,0.000168,1200.614,15.072,8.754,128.811,45.033,19.237,0.427189,f,1342259543
569,30.100858,-117.625628,VFID6091,215.3045715,3.4358432,1489.1,85.925338745,True,NGC5577,51286,87038,144923,9187,NGC 5577,True,True,True,True,VFID6108,True,True,True,True,True,True,VFID6091-NGC5577,HPESL160A_J142111.3+032555,red,215.29715,3.431966,0.000241,0.000241,1034.839,13.003,6.635,118.607,30.527,null,0.0,f,1342259543
571,3.190207,26.265956,VFID6098,219.575478,3.4103085,1600.7,28.649778366,True,NGC5692,52317,87646,18153,9427,NGC 5692,True,True,True,True,VFID6115,True,True,True,True,True,True,VFID6098-NGC5692,HPESL100A_J143818.2+032440,green,219.575871,3.411103,2.6e-05,2.6e-05,2486.491,101.138,null,74.455,14.89,null,0.0,f,1342259535
592,24.484985,169.056282,VFID6169,222.595368,2.9583558,1697.9,10.94261837,True,PGC1241857,1241857,632250,145642,242986,SDSS J145022.84+025730.5,True,True,True,True,VFID6186,False,False,True,False,True,True,VFID6169-SDSSJ145022.84+025730.5,HPESL100A_J145023.2+025706,green,222.596661,2.951678,0.000478,0.000477,196.159,4.678,3.264,117.505,30.763,null,0.0,f,1342190254
622,0.889016,-41.034133,VFID6340,221.233062,1.9549057,1711.4,217.33079529,True,NGC5746,52665,683040,145554,9499,NGC 5746,True,True,True,True,VFID6357,True,False,True,True,True,True,VFID6340-NGC5746,HPESL100A_J144455.9+015718,green,221.2329,1.955092,0.00013,0.00013,2399.814,27.805,17.037,317.843,32.41,15.591,0.481059,f,1342190254
622,1.097304,-37.449086,VFID6340,221.233062,1.9549057,1711.4,217.33079529,True,NGC5746,52665,683040,145554,9499,NGC 5746,True,True,True,True,VFID6357,True,False,True,True,True,True,VFID6340-NGC5746,HPESL160A_J144455.8+015719,red,221.232877,1.955148,0.000158,0.000158,3828.292,11.6,8.059,313.803,39.647,19.138,0.482715,f,1342190254
634,2.786456,100.234684,VFID6380,215.8630875,1.7262628,1396.2,62.968196869,True,UGC09215,51400,681071,164911,9215,UGC 09215,True,True,True,True,VFID6397,True,True,True,True,True,True,VFID6380-UGC09215,HPESL100A_J142327.3+014334,green,215.86385,1.726125,2.7e-05,2.7e-05,1111.313,32.434,16.754,118.994,14.041,7.982,0.568487,f,1342259164
687,1.794326,106.759504,VFID6603,218.1187425,0.2940298,1620.5,53.22568512,True,UGC09348,51957,14284,2473,9348,UGC 09348,True,True,True,True,VFID6620,True,True,True,True,True,True,VFID6603-UGC09348,HPESL160A_J143228.6+001738,red,218.11922,0.293886,0.000245,0.000245,854.405,9.649,16.023,134.18,35.037,10.880,0.31052,f,1342189845
