VFID,RA,DEC,vr,radius,radius_flag,objname,PGC,NSAIDV1,NSAIDV0,AGC,NEDname,HLflag,NSAV1flag,NSAV0flag,A100flag,VFID_V1,COflag,HAflag,HAobsflag,Z0MGSflag,Steerflag,unwiseflag,Herschelflag,prefix
VFID0018,189.354291,74.1918611,2001.9,87.92679596,TRUE,NGC4589,42139,0,0,0,NGC 4589,TRUE,FALSE,FALSE,FALSE,VFID0018,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,VFID0018-NGC4589
VFID0087,107.9278755,72.1691944,2915.1,52.49539948,TRUE,UGC03701,20362,0,0,0,UGC 03701,TRUE,FALSE,FALSE,FALSE,VFID0087,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,VFID0087-UGC03701
VFID0132,151.378467,70.3644428,353.2000122,33.12235641,TRUE,UGC05423,29284,0,0,0,UGC 05423,TRUE,FALSE,FALSE,FALSE,VFID0132,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,VFID0132-UGC05423
VFID0187,170.051565,67.2416283,1302.2,37.42150497,TRUE,NGC3622,34692,659260,159631,0,NGC 3622,TRUE,TRUE,TRUE,FALSE,VFID0187,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,VFID0187-NGC3622
VFID0240,182.0248725,65.1741769,1389,176.2468109,TRUE,NGC4125,38524,627819,140814,0,NGC 4125,TRUE,TRUE,TRUE,FALSE,VFID0240,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,VFID0240-NGC4125
VFID0488,178.306944,60.6755863,1187,166.3877106,TRUE,NGC3945,37258,627431,140394,0,NGC 3945,TRUE,TRUE,TRUE,FALSE,VFID0488,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,VFID0488-NGC3945
VFID0692,133.8946005,58.734394,877,129.7541504,TRUE,NGC2685,25065,622979,135568,0,NGC 2685,TRUE,TRUE,TRUE,FALSE,VFID0693,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,VFID0692-NGC2685
VFID0696,208.691643,58.6666194,1719.5,20.75492859,TRUE,NGC5372,49451,630812,144074,0,NGC 5372,TRUE,TRUE,TRUE,FALSE,VFID0697,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,VFID0696-NGC5372
VFID0702,175.0281075,58.6131508,1207.7,63.11335373,TRUE,NGC3795,36192,662486,160336,0,NGC 3795,TRUE,TRUE,TRUE,FALSE,VFID0703,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,VFID0702-NGC3795
VFID0711,172.1398875,58.5629063,3129.7,72.29716492,TRUE,NGC3690,35321,179324,37217,0,NGC 3690,TRUE,TRUE,TRUE,FALSE,VFID0712,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,VFID0711-NGC3690
VFID0712,172.128264,58.5618373,2994.9,6.355083466,TRUE,IC0694,35326,660384,159897,0,IC 0694,TRUE,TRUE,TRUE,FALSE,VFID0713,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,VFID0712-IC0694
VFID0757,174.110361,58.1908545,1212.9,53.8420105,TRUE,UGC06575,35900,255144,52325,0,UGC 06575,TRUE,TRUE,TRUE,FALSE,VFID0758,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,VFID0757-UGC06575
VFID0936,228.9731505,56.3291505,667.4,338.9387817,TRUE,NGC5907,54470,0,145978,0,NGC 5907,TRUE,FALSE,TRUE,FALSE,VFID0937,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,VFID0936-NGC5907
VFID0948,175.2252165,56.2022045,1383,60.97071075,TRUE,NGC3794,36238,627147,140050,0,NGC 3794,TRUE,TRUE,TRUE,FALSE,VFID0949,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,VFID0948-NGC3794
VFID0956,177.313767,56.0843617,1173,104.0210571,TRUE,NGC3898,36921,627359,140303,0,NGC 3898,TRUE,TRUE,TRUE,FALSE,VFID0957,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,VFID0956-NGC3898
VFID0960,161.343312,55.9603651,941.9,40.74940491,TRUE,NGC3353,32103,166638,34520,0,NGC 3353,TRUE,TRUE,TRUE,FALSE,VFID0961,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,VFID0960-NGC3353
VFID0976,226.6229835,55.7632193,674.4,189.2872009,TRUE,NGC5866,53933,683969,165916,0,NGC 5866,TRUE,TRUE,TRUE,FALSE,VFID0977,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,VFID0976-NGC5866
VFID0985,150.491748,55.6799633,1163.9,245.539444,TRUE,NGC3079,29050,0,136420,0,NGC 3079,TRUE,FALSE,TRUE,FALSE,VFID0986,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,VFID0985-NGC3079
VFID1035,179.1171885,55.1252607,1112.2,56.50947189,TRUE,NGC3982,37520,200397,41675,0,NGC 3982,TRUE,TRUE,TRUE,FALSE,VFID1036,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,VFID1035-NGC3982
VFID1037,211.854039,55.1030125,1381.8,40.65568161,TRUE,NGC5486,50383,679695,164563,0,NGC 5486,TRUE,TRUE,TRUE,FALSE,VFID1038,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,VFID1037-NGC5486
VFID1040,176.061723,55.0349861,1428.1,58.092659,TRUE,NGC3846A,36506,199322,41336,0,NGC 3846A,TRUE,TRUE,TRUE,FALSE,VFID1041,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,VFID1040-NGC3846A
VFID1046,211.797279,55.0016262,1904.5,75.35659027,TRUE,NGC5485,50369,259694,53145,0,NGC 5485,TRUE,TRUE,TRUE,FALSE,VFID1047,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,VFID1046-NGC5485
VFID1097,163.6641765,54.3051139,1372,89.14997864,TRUE,NGC3448,32774,625533,138326,0,NGC 3448,TRUE,TRUE,TRUE,FALSE,VFID1098,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,VFID1097-NGC3448
VFID1098,174.200124,54.2935902,1287.1,57.16382217,TRUE,NGC3756,35931,661926,160192,0,NGC 3756,TRUE,TRUE,TRUE,FALSE,VFID1099,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,VFID1098-NGC3756
VFID1173,170.262,53.169556,1163.2,111.4605713,TRUE,NGC3631,34767,659355,159653,0,NGC 3631,TRUE,TRUE,TRUE,FALSE,VFID1174,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,VFID1173-NGC3631
VFID1175,173.45586,53.1258465,1018.9,85.72771454,TRUE,NGC3729,35711,612690,139748,0,NGC 3729,TRUE,TRUE,TRUE,FALSE,VFID1176,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,VFID1175-NGC3729
VFID1182,173.1451995,53.0679,992.8,140.9682312,TRUE,NGC3718,35616,0,139673,0,NGC 3718,TRUE,FALSE,TRUE,FALSE,VFID1183,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,VFID1182-NGC3718
VFID1211,162.271035,52.3354995,2365.1,18.28610611,TRUE,PGC032356,32356,655583,158806,0,UGCA 219,TRUE,TRUE,TRUE,FALSE,VFID1212,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,VFID1211-UGCA219
VFID1212,178.4542245,52.3266874,1051,183.7051239,TRUE,NGC3953,37306,627439,140405,0,NGC 3953,TRUE,TRUE,TRUE,FALSE,VFID1213,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,VFID1212-NGC3953
VFID1274,140.511066,50.9766176,635.4,207.0719452,TRUE,NGC2841,26512,131988,26877,0,NGC 2841,TRUE,TRUE,TRUE,FALSE,VFID1276,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,VFID1274-NGC2841
VFID1291,211.5899235,50.7251039,1906.5,50.2482872,TRUE,NGC5480,50312,679584,43026,0,NGC 5480,TRUE,TRUE,TRUE,FALSE,VFID1293,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,VFID1291-NGC5480
VFID1350,204.005037,49.9607878,1615.9,65.3312912,TRUE,IC0902,47985,338311,68921,0,IC 0902,TRUE,TRUE,TRUE,FALSE,VFID1352,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,VFID1350-IC0902
VFID1374,181.535652,49.5827722,1115,136.8110809,TRUE,NGC4100,38370,665481,161045,0,NGC 4100,TRUE,TRUE,TRUE,FALSE,VFID1376,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,VFID1374-NGC4100
VFID1545,184.7399355,47.3038816,454.2000122,509.473114,TRUE,NGC4258,39600,0,0,0,MESSIER 106,TRUE,FALSE,FALSE,FALSE,VFID1547,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,VFID1545-MESSIER106
VFID1550,202.469547,47.195151,460.7999878,411.2646179,TRUE,NGC5194,47404,0,0,0,MESSIER 051a,TRUE,FALSE,FALSE,FALSE,VFID1552,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,VFID1550-MESSIER051a
VFID1609,182.493648,46.4573312,265.3999939,157.0801239,TRUE,NGC4144,38688,0,0,0,NGC 4144,TRUE,FALSE,FALSE,FALSE,VFID1611,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,VFID1609-NGC4144
VFID1643,206.6027655,46.1071577,1505.7,118.8834076,TRUE,NGC5301,48816,677382,163975,0,NGC 5301,TRUE,TRUE,TRUE,FALSE,VFID1645,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,VFID1643-NGC5301
VFID1670,123.495366,45.7418232,557.8,86.52094269,TRUE,IC2233,23071,622384,134924,0,IC 2233,TRUE,TRUE,TRUE,FALSE,VFID1672,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,VFID1670-IC2233
VFID1729,187.1898555,44.8642038,487.3999939,117.7934723,TRUE,NGC4460,41069,612235,0,0,NGC 4460,TRUE,TRUE,FALSE,FALSE,VFID1731,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,VFID1729-NGC4460
VFID1754,180.790416,44.5312149,704.3,177.060318,TRUE,NGC4051,38068,627684,140667,0,NGC 4051,TRUE,TRUE,TRUE,FALSE,VFID1756,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,VFID1754-NGC4051
VFID1776,178.2058515,44.1207736,808.2,161.8531799,TRUE,NGC3938,37229,627423,140384,0,NGC 3938,TRUE,TRUE,TRUE,FALSE,VFID1778,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,VFID1776-NGC3938
VFID1783,198.048858,44.0377017,406.8999939,186.690094,TRUE,NGC5023,45849,0,0,0,NGC 5023,TRUE,FALSE,FALSE,FALSE,VFID1785,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,VFID1783-NGC5023
VFID1786,179.630676,43.9468119,835.7,146.2585449,TRUE,NGC4013,37691,664623,160829,0,NGC 4013,TRUE,TRUE,TRUE,FALSE,VFID1788,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,VFID1786-NGC4013
VFID1803,183.320361,43.6985004,919.9,128.5645599,TRUE,NGC4183,38988,298117,60664,0,NGC 4183,TRUE,TRUE,TRUE,FALSE,VFID1805,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,VFID1803-NGC4183
VFID1804,182.3740425,43.6852719,875.5,85.5305481,TRUE,NGC4138,38643,665798,161123,0,NGC 4138,TRUE,TRUE,TRUE,FALSE,VFID1806,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,VFID1804-NGC4138
VFID1928,228.76356,42.0498893,2589.2,63.11335373,TRUE,NGC5899,54428,684324,166035,0,NGC 5899,TRUE,TRUE,TRUE,FALSE,VFID1930,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,VFID1928-NGC5899
VFID1930,198.9553965,42.0292782,507.9,354.9124756,TRUE,NGC5055,46153,0,143199,0,MESSIER 063,TRUE,FALSE,TRUE,FALSE,VFID1932,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,VFID1930-MESSIER063
VFID1934,139.3790535,41.9941715,1870,52.85927963,TRUE,NGC2799,26238,229868,47220,0,NGC 2799,TRUE,TRUE,TRUE,FALSE,VFID1936,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,VFID1934-NGC2799
VFID1953,206.329785,41.7124718,2559.1,97.07809448,TRUE,NGC5290,48767,677259,163956,0,NGC 5290,TRUE,TRUE,TRUE,FALSE,VFID1955,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,VFID1953-NGC5290
VFID1999,190.4696475,41.2738703,608.7,42.181427,TRUE,NGC4625,42607,669628,162259,0,NGC 4625,TRUE,TRUE,TRUE,FALSE,VFID2001,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,VFID1999-NGC4625
VFID2066,208.340064,40.3639366,2320,80.56033325,TRUE,NGC5350,49347,275977,56482,0,NGC 5350,TRUE,TRUE,TRUE,FALSE,VFID2068,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,VFID2066-NGC5350
VFID2143,215.1796485,39.6935867,1436,65.93579865,TRUE,NGC5582,51251,631587,144911,0,NGC 5582,TRUE,TRUE,TRUE,FALSE,VFID2145,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,VFID2143-NGC5582
VFID2157,216.3376395,39.5394939,1466.9,126.2179871,TRUE,UGC09242,51503,266481,54670,0,UGC 09242,TRUE,TRUE,TRUE,FALSE,VFID2159,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,VFID2157-UGC09242
VFID2254,206.9373915,38.3045789,1412.3,25.829813,TRUE,NGC5303,48917,630638,143877,0,NGC 5303,TRUE,TRUE,TRUE,FALSE,VFID2256,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,VFID2254-NGC5303
VFID2313,159.067704,37.3246539,1568.8,92.28290558,TRUE,NGC3294,31428,653786,158541,0,NGC 3294,TRUE,TRUE,TRUE,FALSE,VFID2315,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,VFID2313-NGC3294
VFID2324,139.9917525,37.1912192,2259.2,72.29716492,TRUE,IC2461,26390,233150,47963,0,IC 2461,TRUE,TRUE,TRUE,FALSE,VFID2326,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,VFID2324-IC2461
VFID2368,198.364629,36.5937669,875.7,295.2033386,TRUE,NGC5033,45948,0,143141,0,NGC 5033,TRUE,FALSE,TRUE,FALSE,VFID2370,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,VFID2368-NGC5033
VFID2372,175.327728,36.5467683,1465.6,63.55083466,TRUE,NGC3813,36266,627162,140065,0,NGC 3813,TRUE,TRUE,TRUE,FALSE,VFID2374,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,VFID2372-NGC3813
VFID2387,174.139044,36.410315,1572.7,87.12068176,TRUE,NGC3755,35913,427956,89218,0,NGC 3755,TRUE,TRUE,TRUE,FALSE,VFID2389,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,VFID2387-NGC3755
VFID2408,213.89202,36.226669,2875.8,173.8286133,TRUE,NGC5529,50942,331494,67650,0,NGC 5529,TRUE,TRUE,TRUE,FALSE,VFID2410,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,VFID2408-NGC5529
VFID2409,213.9310995,36.2219671,3067.3,7.890803814,TRUE,SDSSJ141543.48+361319.1,4012357,0,0,0,WISEA J141543.49+361318.6,TRUE,FALSE,FALSE,FALSE,VFID2411,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,VFID2409-WISEAJ141543.49+361318.6
VFID2413,213.8297025,36.2022551,2967.9,22.49682617,TRUE,PGC050925,50925,331490,67648,0,MCG +06-31-085a,TRUE,TRUE,TRUE,FALSE,VFID2415,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,VFID2413-MCG+06-31-085a
VFID2498,158.6242365,35.2567339,1523.8,24.72414398,TRUE,UGC05738,31285,440457,92273,5738,UGC 05738,TRUE,TRUE,TRUE,TRUE,VFID2500,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,VFID2498-UGC05738
VFID2535,194.757687,34.860685,838.2,114.3197479,TRUE,PGC044532,44536,629562,142688,8098,NGC 4861,TRUE,TRUE,TRUE,TRUE,VFID2537,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,VFID2535-NGC4861
VFID2544,162.1034055,34.7114023,1628.1,60.55099106,TRUE,NGC3381,32302,431962,90176,5909,NGC 3381,TRUE,TRUE,TRUE,TRUE,VFID2546,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,VFID2544-NGC3381
VFID2620,208.324161,33.4908244,2371.2,48.6543045,TRUE,NGC5347,49342,448022,94340,8805,NGC 5347,TRUE,TRUE,TRUE,TRUE,VFID2622,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,VFID2620-NGC5347
VFID2665,162.4794795,32.9908234,1694.2,92.9225769,TRUE,NGC3396,32434,432222,90215,0,NGC 3396,TRUE,TRUE,TRUE,FALSE,VFID2667,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,VFID2665-NGC3396
VFID2667,162.4587915,32.9828333,1619,47.98674011,TRUE,NGC3395,32424,625359,138144,5931,NGC 3395,TRUE,TRUE,TRUE,TRUE,VFID2669,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,VFID2667-NGC3395
VFID2670,163.0475205,32.950424,1583.5,119.7074738,TRUE,NGC3430,32614,432253,90222,5982,NGC 3430,TRUE,TRUE,TRUE,TRUE,VFID2672,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,VFID2670-NGC3430
VFID2677,162.943305,32.9003095,1530.1,74.66571808,TRUE,NGC3424,32584,625432,138221,5972,NGC 3424,TRUE,TRUE,TRUE,TRUE,VFID2679,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,VFID2677-NGC3424
VFID2709,190.5326625,32.5425167,615.8,433.6319275,TRUE,NGC4631,42637,0,0,7865,NGC 4631,TRUE,FALSE,FALSE,TRUE,VFID2711,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,VFID2709-NGC4631
VFID2723,179.376933,32.3342491,3189.2,35.40961838,TRUE,NGC3991,37613,627522,140494,6933,NGC 3991,TRUE,TRUE,TRUE,TRUE,VFID2725,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,VFID2723-NGC3991
VFID2727,179.4036165,32.2776664,3070.9,25.47541428,TRUE,NGC3994,37616,422184,87608,6936,NGC 3994,TRUE,TRUE,TRUE,TRUE,VFID2729,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,VFID2727-NGC3994
VFID2760,174.935796,31.9312405,2669,59.85786819,TRUE,NGC3788,36160,426632,88792,6623,NGC 3788,TRUE,TRUE,TRUE,TRUE,VFID2762,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,VFID2760-NGC3788
VFID2764,174.926754,31.9071305,2700.9,58.7653389,TRUE,NGC3786,36158,627102,140004,0,NGC 3786,TRUE,TRUE,TRUE,FALSE,VFID2766,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,VFID2764-NGC3786
VFID2795,186.0464025,31.5219141,1251,41.41152954,TRUE,NGC4359,40330,428159,89276,7483,NGC 4359,TRUE,TRUE,TRUE,TRUE,VFID2797,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,VFID2795-NGC4359
VFID2881,188.46306,30.2775211,1174.9,59.99585724,TRUE,NGC4525,41755,668581,162019,7714,NGC 4525,TRUE,TRUE,TRUE,TRUE,VFID2883,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,VFID2881-NGC4525
VFID3019,156.754755,28.6393464,1324.3,69.68210602,TRUE,NGC3245A,30714,497538,107715,5662,NGC 3245A,TRUE,TRUE,TRUE,TRUE,VFID3022,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,VFID3019-NGC3245A
VFID3026,162.0507045,28.6018052,1596.2,46.78657532,TRUE,NGC3380,32287,655474,158784,5906,NGC 3380,TRUE,TRUE,TRUE,TRUE,VFID3029,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,VFID3026-NGC3380
VFID3084,166.012269,28.0367856,1371.7,47.65640259,TRUE,NGC3512,33432,657348,159215,6128,NGC 3512,TRUE,TRUE,TRUE,TRUE,VFID3087,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,VFID3084-NGC3512
VFID3095,188.9903415,27.9596837,813.6,317.0452576,TRUE,NGC4559,42002,0,0,7766,NGC 4559,TRUE,FALSE,FALSE,TRUE,VFID3098,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,VFID3095-NGC4559
